t,plant,axis,phytomer,organ,element,exposed,PAR
473,1,MS,3,Lamina,1,True,24
473,1,MS,3,Sheath,1,True,5
473,1,MS,4,Peduncle,1,False,16
473,1,MS,4,Peduncle,2,True,167
473,1,MS,5,Chaff,1,True,381
474,1,MS,1,Internode,1,False,0
474,1,MS,1,Internode,2,True,3
474,1,MS,1,Lamina,1,True,43
474,1,MS,1,Sheath,1,True,11
474,1,MS,2,Internode,1,True,0
474,1,MS,2,Lamina,1,True,10
474,1,MS,2,Sheath,1,True,2
474,1,MS,3,Internode,1,True,0
474,1,MS,3,Lamina,1,True,3
474,1,MS,3,Sheath,1,True,0
474,1,MS,4,Peduncle,1,False,2
474,1,MS,4,Peduncle,2,True,22
474,1,MS,5,Chaff,1,True,50
475,1,MS,1,Internode,1,False,0
475,1,MS,1,Internode,2,True,2
475,1,MS,1,Lamina,1,True,28
475,1,MS,1,Sheath,1,True,7
475,1,MS,2,Internode,1,True,0
475,1,MS,2,Lamina,1,True,7
475,1,MS,2,Sheath,1,True,1
475,1,MS,3,Internode,1,True,0
475,1,MS,3,Lamina,1,True,2
475,1,MS,3,Sheath,1,True,0
475,1,MS,4,Peduncle,1,False,1
475,1,MS,4,Peduncle,2,True,14
475,1,MS,5,Chaff,1,True,33
476,1,MS,1,Internode,1,False,0
476,1,MS,1,Internode,2,True,0
476,1,MS,1,Lamina,1,True,0
476,1,MS,1,Sheath,1,True,0
476,1,MS,2,Internode,1,True,0
476,1,MS,2,Lamina,1,True,0
476,1,MS,2,Sheath,1,True,0
476,1,MS,3,Internode,1,True,0
476,1,MS,3,Lamina,1,True,0
476,1,MS,3,Sheath,1,True,0
476,1,MS,4,Peduncle,1,False,0
476,1,MS,4,Peduncle,2,True,0
476,1,MS,5,Chaff,1,True,0
477,1,MS,1,Internode,1,False,0
477,1,MS,1,Internode,2,True,0
477,1,MS,1,Lamina,1,True,0
477,1,MS,1,Sheath,1,True,0
477,1,MS,2,Internode,1,True,0
477,1,MS,2,Lamina,1,True,0
477,1,MS,2,Sheath,1,True,0
477,1,MS,3,Internode,1,True,0
477,1,MS,3,Lamina,1,True,0
477,1,MS,3,Sheath,1,True,0
477,1,MS,4,Peduncle,1,False,0
477,1,MS,4,Peduncle,2,True,0
477,1,MS,5,Chaff,1,True,0
478,1,MS,1,Internode,1,False,0
478,1,MS,1,Internode,2,True,0
478,1,MS,1,Lamina,1,True,0
478,1,MS,1,Sheath,1,True,0
478,1,MS,2,Internode,1,True,0
478,1,MS,2,Lamina,1,True,0
478,1,MS,2,Sheath,1,True,0
478,1,MS,3,Internode,1,True,0
478,1,MS,3,Lamina,1,True,0
478,1,MS,3,Sheath,1,True,0
478,1,MS,4,Peduncle,1,False,0
478,1,MS,4,Peduncle,2,True,0
478,1,MS,5,Chaff,1,True,0
479,1,MS,1,Internode,1,False,0
479,1,MS,1,Internode,2,True,0
479,1,MS,1,Lamina,1,True,0
479,1,MS,1,Sheath,1,True,0
479,1,MS,2,Internode,1,True,0
479,1,MS,2,Lamina,1,True,0
479,1,MS,2,Sheath,1,True,0
479,1,MS,3,Internode,1,True,0
479,1,MS,3,Lamina,1,True,0
479,1,MS,3,Sheath,1,True,0
479,1,MS,4,Peduncle,1,False,0
479,1,MS,4,Peduncle,2,True,0
479,1,MS,5,Chaff,1,True,0
480,1,MS,1,Internode,1,False,0
480,1,MS,1,Internode,2,True,0
480,1,MS,1,Lamina,1,True,0
480,1,MS,1,Sheath,1,True,0
480,1,MS,2,Internode,1,True,0
480,1,MS,2,Lamina,1,True,0
480,1,MS,2,Sheath,1,True,0
480,1,MS,3,Internode,1,True,0
480,1,MS,3,Lamina,1,True,0
480,1,MS,3,Sheath,1,True,0
480,1,MS,4,Peduncle,1,False,0
480,1,MS,4,Peduncle,2,True,0
480,1,MS,5,Chaff,1,True,0
481,1,MS,1,Internode,1,False,0
481,1,MS,1,Internode,2,True,0
481,1,MS,1,Lamina,1,True,0
481,1,MS,1,Sheath,1,True,0
481,1,MS,2,Internode,1,True,0
481,1,MS,2,Lamina,1,True,0
481,1,MS,2,Sheath,1,True,0
481,1,MS,3,Internode,1,True,0
481,1,MS,3,Lamina,1,True,0
481,1,MS,3,Sheath,1,True,0
481,1,MS,4,Peduncle,1,False,0
481,1,MS,4,Peduncle,2,True,0
481,1,MS,5,Chaff,1,True,0
482,1,MS,1,Internode,1,False,0
482,1,MS,1,Internode,2,True,0
482,1,MS,1,Lamina,1,True,0
482,1,MS,1,Sheath,1,True,0
482,1,MS,2,Internode,1,True,0
482,1,MS,2,Lamina,1,True,0
482,1,MS,2,Sheath,1,True,0
482,1,MS,3,Internode,1,True,0
482,1,MS,3,Lamina,1,True,0
482,1,MS,3,Sheath,1,True,0
482,1,MS,4,Peduncle,1,False,0
482,1,MS,4,Peduncle,2,True,0
482,1,MS,5,Chaff,1,True,0
483,1,MS,1,Internode,1,False,0
483,1,MS,1,Internode,2,True,0
483,1,MS,1,Lamina,1,True,0
483,1,MS,1,Sheath,1,True,0
483,1,MS,2,Internode,1,True,0
483,1,MS,2,Lamina,1,True,0
483,1,MS,2,Sheath,1,True,0
483,1,MS,3,Internode,1,True,0
483,1,MS,3,Lamina,1,True,0
483,1,MS,3,Sheath,1,True,0
483,1,MS,4,Peduncle,1,False,0
483,1,MS,4,Peduncle,2,True,0
483,1,MS,5,Chaff,1,True,0
484,1,MS,1,Internode,1,False,0
484,1,MS,1,Internode,2,True,0
484,1,MS,1,Lamina,1,True,4
484,1,MS,1,Sheath,1,True,1
484,1,MS,2,Internode,1,True,0
484,1,MS,2,Lamina,1,True,1
484,1,MS,2,Sheath,1,True,0
484,1,MS,3,Internode,1,True,0
484,1,MS,3,Lamina,1,True,0
484,1,MS,3,Sheath,1,True,0
484,1,MS,4,Peduncle,1,False,0
484,1,MS,4,Peduncle,2,True,2
484,1,MS,5,Chaff,1,True,5
485,1,MS,1,Internode,1,False,0
485,1,MS,1,Internode,2,True,3
485,1,MS,1,Lamina,1,True,38
485,1,MS,1,Sheath,1,True,9
485,1,MS,2,Internode,1,True,0
485,1,MS,2,Lamina,1,True,9
485,1,MS,2,Sheath,1,True,1
485,1,MS,3,Internode,1,True,0
485,1,MS,3,Lamina,1,True,2
485,1,MS,3,Sheath,1,True,0
485,1,MS,4,Peduncle,1,False,1
485,1,MS,4,Peduncle,2,True,19
485,1,MS,5,Chaff,1,True,44
486,1,MS,1,Internode,1,False,0
486,1,MS,1,Internode,2,True,0
486,1,MS,1,Lamina,1,True,4
486,1,MS,1,Sheath,1,True,1
486,1,MS,2,Internode,1,True,0
486,1,MS,2,Lamina,1,True,1
486,1,MS,2,Sheath,1,True,0
486,1,MS,3,Internode,1,True,0
486,1,MS,3,Lamina,1,True,0
486,1,MS,3,Sheath,1,True,0
486,1,MS,4,Peduncle,1,False,0
486,1,MS,4,Peduncle,2,True,2
486,1,MS,5,Chaff,1,True,5
487,1,MS,1,Internode,1,False,0
487,1,MS,1,Internode,2,True,1
487,1,MS,1,Lamina,1,True,19
487,1,MS,1,Sheath,1,True,4
487,1,MS,2,Internode,1,True,0
487,1,MS,2,Lamina,1,True,4
487,1,MS,2,Sheath,1,True,0
487,1,MS,3,Internode,1,True,0
487,1,MS,3,Lamina,1,True,1
487,1,MS,3,Sheath,1,True,0
487,1,MS,4,Peduncle,1,False,0
487,1,MS,4,Peduncle,2,True,9
487,1,MS,5,Chaff,1,True,22
488,1,MS,1,Internode,1,False,2
488,1,MS,1,Internode,2,True,22
488,1,MS,1,Lamina,1,True,260
488,1,MS,1,Sheath,1,True,66
488,1,MS,2,Internode,1,True,5
488,1,MS,2,Lamina,1,True,63
488,1,MS,2,Sheath,1,True,12
488,1,MS,3,Internode,1,True,1
488,1,MS,3,Lamina,1,True,19
488,1,MS,3,Sheath,1,True,4
488,1,MS,4,Peduncle,1,False,13
488,1,MS,4,Peduncle,2,True,133
488,1,MS,5,Chaff,1,True,303
489,1,MS,1,Internode,1,False,4
489,1,MS,1,Internode,2,True,46
489,1,MS,1,Lamina,1,True,546
489,1,MS,1,Sheath,1,True,138
489,1,MS,2,Internode,1,True,11
489,1,MS,2,Lamina,1,True,132
489,1,MS,2,Sheath,1,True,25
489,1,MS,3,Internode,1,True,3
489,1,MS,3,Lamina,1,True,41
489,1,MS,3,Sheath,1,True,9
489,1,MS,4,Peduncle,1,False,27
489,1,MS,4,Peduncle,2,True,278
489,1,MS,5,Chaff,1,True,634
490,1,MS,1,Internode,1,False,4
490,1,MS,1,Internode,2,True,48
490,1,MS,1,Lamina,1,True,575
490,1,MS,1,Sheath,1,True,146
490,1,MS,2,Internode,1,True,12
490,1,MS,2,Lamina,1,True,139
490,1,MS,2,Sheath,1,True,27
490,1,MS,3,Internode,1,True,3
490,1,MS,3,Lamina,1,True,43
490,1,MS,3,Sheath,1,True,10
490,1,MS,4,Peduncle,1,False,29
490,1,MS,4,Peduncle,2,True,293
490,1,MS,5,Chaff,1,True,667
491,1,MS,1,Internode,1,False,5
491,1,MS,1,Internode,2,True,51
491,1,MS,1,Lamina,1,True,604
491,1,MS,1,Sheath,1,True,153
491,1,MS,2,Internode,1,True,12
491,1,MS,2,Lamina,1,True,146
491,1,MS,2,Sheath,1,True,28
491,1,MS,3,Internode,1,True,4
491,1,MS,3,Lamina,1,True,45
491,1,MS,3,Sheath,1,True,10
491,1,MS,4,Peduncle,1,False,30
491,1,MS,4,Peduncle,2,True,308
491,1,MS,5,Chaff,1,True,701
492,1,MS,1,Internode,1,False,4
492,1,MS,1,Internode,2,True,43
492,1,MS,1,Lamina,1,True,512
492,1,MS,1,Sheath,1,True,130
492,1,MS,2,Internode,1,True,10
492,1,MS,2,Lamina,1,True,124
492,1,MS,2,Sheath,1,True,24
492,1,MS,3,Internode,1,True,3
492,1,MS,3,Lamina,1,True,38
492,1,MS,3,Sheath,1,True,9
492,1,MS,4,Peduncle,1,False,26
492,1,MS,4,Peduncle,2,True,261
492,1,MS,5,Chaff,1,True,594
493,1,MS,1,Internode,1,False,2
493,1,MS,1,Internode,2,True,27
493,1,MS,1,Lamina,1,True,328
493,1,MS,1,Sheath,1,True,83
493,1,MS,2,Internode,1,True,6
493,1,MS,2,Lamina,1,True,79
493,1,MS,2,Sheath,1,True,15
493,1,MS,3,Internode,1,True,2
493,1,MS,3,Lamina,1,True,24
493,1,MS,3,Sheath,1,True,5
493,1,MS,4,Peduncle,1,False,16
493,1,MS,4,Peduncle,2,True,167
493,1,MS,5,Chaff,1,True,381
494,1,MS,1,Internode,1,False,0
494,1,MS,1,Internode,2,True,0
494,1,MS,1,Lamina,1,True,9
494,1,MS,1,Sheath,1,True,2
494,1,MS,2,Internode,1,True,0
494,1,MS,2,Lamina,1,True,2
494,1,MS,2,Sheath,1,True,0
494,1,MS,3,Internode,1,True,0
494,1,MS,3,Lamina,1,True,0
494,1,MS,3,Sheath,1,True,0
494,1,MS,4,Peduncle,1,False,0
494,1,MS,4,Peduncle,2,True,4
494,1,MS,5,Chaff,1,True,11
495,1,MS,1,Internode,1,False,1
495,1,MS,1,Internode,2,True,14
495,1,MS,1,Lamina,1,True,173
495,1,MS,1,Sheath,1,True,44
495,1,MS,2,Internode,1,True,3
495,1,MS,2,Lamina,1,True,42
495,1,MS,2,Sheath,1,True,8
495,1,MS,3,Internode,1,True,1
495,1,MS,3,Lamina,1,True,13
495,1,MS,3,Sheath,1,True,3
495,1,MS,4,Peduncle,1,False,8
495,1,MS,4,Peduncle,2,True,88
495,1,MS,5,Chaff,1,True,202
496,1,MS,1,Internode,1,False,4
496,1,MS,1,Internode,2,True,42
496,1,MS,1,Lamina,1,True,502
496,1,MS,1,Sheath,1,True,127
496,1,MS,2,Internode,1,True,10
496,1,MS,2,Lamina,1,True,122
496,1,MS,2,Sheath,1,True,23
496,1,MS,3,Internode,1,True,3
496,1,MS,3,Lamina,1,True,38
496,1,MS,3,Sheath,1,True,9
496,1,MS,4,Peduncle,1,False,25
496,1,MS,4,Peduncle,2,True,256
496,1,MS,5,Chaff,1,True,583
497,1,MS,1,Internode,1,False,2
497,1,MS,1,Internode,2,True,25
497,1,MS,1,Lamina,1,True,304
497,1,MS,1,Sheath,1,True,77
497,1,MS,2,Internode,1,True,6
497,1,MS,2,Lamina,1,True,73
497,1,MS,2,Sheath,1,True,14
497,1,MS,3,Internode,1,True,2
497,1,MS,3,Lamina,1,True,23
497,1,MS,3,Sheath,1,True,5
497,1,MS,4,Peduncle,1,False,15
497,1,MS,4,Peduncle,2,True,155
497,1,MS,5,Chaff,1,True,353
498,1,MS,1,Internode,1,False,0
498,1,MS,1,Internode,2,True,8
498,1,MS,1,Lamina,1,True,101
498,1,MS,1,Sheath,1,True,25
498,1,MS,2,Internode,1,True,2
498,1,MS,2,Lamina,1,True,24
498,1,MS,2,Sheath,1,True,4
498,1,MS,3,Internode,1,True,0
498,1,MS,3,Lamina,1,True,7
498,1,MS,3,Sheath,1,True,1
498,1,MS,4,Peduncle,1,False,5
498,1,MS,4,Peduncle,2,True,51
498,1,MS,5,Chaff,1,True,117
499,1,MS,1,Internode,1,False,0
499,1,MS,1,Internode,2,True,2
499,1,MS,1,Lamina,1,True,24
499,1,MS,1,Sheath,1,True,6
499,1,MS,2,Internode,1,True,0
499,1,MS,2,Lamina,1,True,5
499,1,MS,2,Sheath,1,True,1
499,1,MS,3,Internode,1,True,0
499,1,MS,3,Lamina,1,True,1
499,1,MS,3,Sheath,1,True,0
499,1,MS,4,Peduncle,1,False,1
499,1,MS,4,Peduncle,2,True,12
499,1,MS,5,Chaff,1,True,28
500,1,MS,1,Internode,1,False,0
500,1,MS,1,Internode,2,True,0
500,1,MS,1,Lamina,1,True,0
500,1,MS,1,Sheath,1,True,0
500,1,MS,2,Internode,1,True,0
500,1,MS,2,Lamina,1,True,0
500,1,MS,2,Sheath,1,True,0
500,1,MS,3,Internode,1,True,0
500,1,MS,3,Lamina,1,True,0
500,1,MS,3,Sheath,1,True,0
500,1,MS,4,Peduncle,1,False,0
500,1,MS,4,Peduncle,2,True,0
500,1,MS,5,Chaff,1,True,0
501,1,MS,1,Internode,1,False,0
501,1,MS,1,Internode,2,True,0
501,1,MS,1,Lamina,1,True,0
501,1,MS,1,Sheath,1,True,0
501,1,MS,2,Internode,1,True,0
501,1,MS,2,Lamina,1,True,0
501,1,MS,2,Sheath,1,True,0
501,1,MS,3,Internode,1,True,0
501,1,MS,3,Lamina,1,True,0
501,1,MS,3,Sheath,1,True,0
501,1,MS,4,Peduncle,1,False,0
501,1,MS,4,Peduncle,2,True,0
501,1,MS,5,Chaff,1,True,0
502,1,MS,1,Internode,1,False,0
502,1,MS,1,Internode,2,True,0
502,1,MS,1,Lamina,1,True,0
502,1,MS,1,Sheath,1,True,0
502,1,MS,2,Internode,1,True,0
502,1,MS,2,Lamina,1,True,0
502,1,MS,2,Sheath,1,True,0
502,1,MS,3,Internode,1,True,0
502,1,MS,3,Lamina,1,True,0
502,1,MS,3,Sheath,1,True,0
502,1,MS,4,Peduncle,1,False,0
502,1,MS,4,Peduncle,2,True,0
502,1,MS,5,Chaff,1,True,0
503,1,MS,1,Internode,1,False,0
503,1,MS,1,Internode,2,True,0
503,1,MS,1,Lamina,1,True,0
503,1,MS,1,Sheath,1,True,0
503,1,MS,2,Internode,1,True,0
503,1,MS,2,Lamina,1,True,0
503,1,MS,2,Sheath,1,True,0
503,1,MS,3,Internode,1,True,0
503,1,MS,3,Lamina,1,True,0
503,1,MS,3,Sheath,1,True,0
503,1,MS,4,Peduncle,1,False,0
503,1,MS,4,Peduncle,2,True,0
503,1,MS,5,Chaff,1,True,0
504,1,MS,1,Internode,1,False,0
504,1,MS,1,Internode,2,True,0
504,1,MS,1,Lamina,1,True,0
504,1,MS,1,Sheath,1,True,0
504,1,MS,2,Internode,1,True,0
504,1,MS,2,Lamina,1,True,0
504,1,MS,2,Sheath,1,True,0
504,1,MS,3,Internode,1,True,0
504,1,MS,3,Lamina,1,True,0
504,1,MS,3,Sheath,1,True,0
504,1,MS,4,Peduncle,1,False,0
504,1,MS,4,Peduncle,2,True,0
504,1,MS,5,Chaff,1,True,0
505,1,MS,1,Internode,1,False,0
505,1,MS,1,Internode,2,True,0
505,1,MS,1,Lamina,1,True,0
505,1,MS,1,Sheath,1,True,0
505,1,MS,2,Internode,1,True,0
505,1,MS,2,Lamina,1,True,0
505,1,MS,2,Sheath,1,True,0
505,1,MS,3,Internode,1,True,0
505,1,MS,3,Lamina,1,True,0
505,1,MS,3,Sheath,1,True,0
505,1,MS,4,Peduncle,1,False,0
505,1,MS,4,Peduncle,2,True,0
505,1,MS,5,Chaff,1,True,0
506,1,MS,1,Internode,1,False,0
506,1,MS,1,Internode,2,True,0
506,1,MS,1,Lamina,1,True,0
506,1,MS,1,Sheath,1,True,0
506,1,MS,2,Internode,1,True,0
506,1,MS,2,Lamina,1,True,0
506,1,MS,2,Sheath,1,True,0
506,1,MS,3,Internode,1,True,0
506,1,MS,3,Lamina,1,True,0
506,1,MS,3,Sheath,1,True,0
506,1,MS,4,Peduncle,1,False,0
506,1,MS,4,Peduncle,2,True,0
506,1,MS,5,Chaff,1,True,0
507,1,MS,1,Internode,1,False,0
507,1,MS,1,Internode,2,True,0
507,1,MS,1,Lamina,1,True,0
507,1,MS,1,Sheath,1,True,0
507,1,MS,2,Internode,1,True,0
507,1,MS,2,Lamina,1,True,0
507,1,MS,2,Sheath,1,True,0
507,1,MS,3,Internode,1,True,0
507,1,MS,3,Lamina,1,True,0
507,1,MS,3,Sheath,1,True,0
507,1,MS,4,Peduncle,1,False,0
507,1,MS,4,Peduncle,2,True,0
507,1,MS,5,Chaff,1,True,0
508,1,MS,1,Internode,1,False,0
508,1,MS,1,Internode,2,True,0
508,1,MS,1,Lamina,1,True,4
508,1,MS,1,Sheath,1,True,1
508,1,MS,2,Internode,1,True,0
508,1,MS,2,Lamina,1,True,1
508,1,MS,2,Sheath,1,True,0
508,1,MS,3,Internode,1,True,0
508,1,MS,3,Lamina,1,True,0
508,1,MS,3,Sheath,1,True,0
508,1,MS,4,Peduncle,1,False,0
508,1,MS,4,Peduncle,2,True,2
508,1,MS,5,Chaff,1,True,5
509,1,MS,1,Internode,1,False,0
509,1,MS,1,Internode,2,True,1
509,1,MS,1,Lamina,1,True,19
509,1,MS,1,Sheath,1,True,4
509,1,MS,2,Internode,1,True,0
509,1,MS,2,Lamina,1,True,4
509,1,MS,2,Sheath,1,True,0
509,1,MS,3,Internode,1,True,0
509,1,MS,3,Lamina,1,True,1
509,1,MS,3,Sheath,1,True,0
509,1,MS,4,Peduncle,1,False,0
509,1,MS,4,Peduncle,2,True,9
509,1,MS,5,Chaff,1,True,22
510,1,MS,1,Internode,1,False,1
510,1,MS,1,Internode,2,True,12
510,1,MS,1,Lamina,1,True,149
510,1,MS,1,Sheath,1,True,38
510,1,MS,2,Internode,1,True,3
510,1,MS,2,Lamina,1,True,36
510,1,MS,2,Sheath,1,True,7
510,1,MS,3,Internode,1,True,1
510,1,MS,3,Lamina,1,True,11
510,1,MS,3,Sheath,1,True,2
510,1,MS,4,Peduncle,1,False,7
510,1,MS,4,Peduncle,2,True,76
510,1,MS,5,Chaff,1,True,173
511,1,MS,1,Internode,1,False,0
511,1,MS,1,Internode,2,True,9
511,1,MS,1,Lamina,1,True,111
511,1,MS,1,Sheath,1,True,28
511,1,MS,2,Internode,1,True,2
511,1,MS,2,Lamina,1,True,26
511,1,MS,2,Sheath,1,True,5
511,1,MS,3,Internode,1,True,0
511,1,MS,3,Lamina,1,True,8
511,1,MS,3,Sheath,1,True,2
511,1,MS,4,Peduncle,1,False,5
511,1,MS,4,Peduncle,2,True,56
511,1,MS,5,Chaff,1,True,129
512,1,MS,1,Internode,1,False,0
512,1,MS,1,Internode,2,True,6
512,1,MS,1,Lamina,1,True,72
512,1,MS,1,Sheath,1,True,18
512,1,MS,2,Internode,1,True,1
512,1,MS,2,Lamina,1,True,17
512,1,MS,2,Sheath,1,True,3
512,1,MS,3,Internode,1,True,0
512,1,MS,3,Lamina,1,True,5
512,1,MS,3,Sheath,1,True,1
512,1,MS,4,Peduncle,1,False,3
512,1,MS,4,Peduncle,2,True,37
512,1,MS,5,Chaff,1,True,84
513,1,MS,1,Internode,1,False,1
513,1,MS,1,Internode,2,True,15
513,1,MS,1,Lamina,1,True,188
513,1,MS,1,Sheath,1,True,47
513,1,MS,2,Internode,1,True,3
513,1,MS,2,Lamina,1,True,45
513,1,MS,2,Sheath,1,True,8
513,1,MS,3,Internode,1,True,1
513,1,MS,3,Lamina,1,True,14
513,1,MS,3,Sheath,1,True,3
513,1,MS,4,Peduncle,1,False,9
513,1,MS,4,Peduncle,2,True,96
513,1,MS,5,Chaff,1,True,218
514,1,MS,1,Internode,1,False,0
514,1,MS,1,Internode,2,True,4
514,1,MS,1,Lamina,1,True,48
514,1,MS,1,Sheath,1,True,12
514,1,MS,2,Internode,1,True,1
514,1,MS,2,Lamina,1,True,11
514,1,MS,2,Sheath,1,True,2
514,1,MS,3,Internode,1,True,0
514,1,MS,3,Lamina,1,True,3
514,1,MS,3,Sheath,1,True,0
514,1,MS,4,Peduncle,1,False,2
514,1,MS,4,Peduncle,2,True,24
514,1,MS,5,Chaff,1,True,56
515,1,MS,1,Internode,1,False,0
515,1,MS,1,Internode,2,True,4
515,1,MS,1,Lamina,1,True,48
515,1,MS,1,Sheath,1,True,12
515,1,MS,2,Internode,1,True,1
515,1,MS,2,Lamina,1,True,11
515,1,MS,2,Sheath,1,True,2
515,1,MS,3,Internode,1,True,0
515,1,MS,3,Lamina,1,True,3
515,1,MS,3,Sheath,1,True,0
515,1,MS,4,Peduncle,1,False,2
515,1,MS,4,Peduncle,2,True,24
515,1,MS,5,Chaff,1,True,56
516,1,MS,1,Internode,1,False,0
516,1,MS,1,Internode,2,True,4
516,1,MS,1,Lamina,1,True,48
516,1,MS,1,Sheath,1,True,12
516,1,MS,2,Internode,1,True,1
516,1,MS,2,Lamina,1,True,11
516,1,MS,2,Sheath,1,True,2
516,1,MS,3,Internode,1,True,0
516,1,MS,3,Lamina,1,True,3
516,1,MS,3,Sheath,1,True,0
516,1,MS,4,Peduncle,1,False,2
516,1,MS,4,Peduncle,2,True,24
516,1,MS,5,Chaff,1,True,56
517,1,MS,1,Internode,1,False,1
517,1,MS,1,Internode,2,True,14
517,1,MS,1,Lamina,1,True,169
517,1,MS,1,Sheath,1,True,43
517,1,MS,2,Internode,1,True,3
517,1,MS,2,Lamina,1,True,41
517,1,MS,2,Sheath,1,True,7
517,1,MS,3,Internode,1,True,1
517,1,MS,3,Lamina,1,True,12
517,1,MS,3,Sheath,1,True,3
517,1,MS,4,Peduncle,1,False,8
517,1,MS,4,Peduncle,2,True,86
517,1,MS,5,Chaff,1,True,196
518,1,MS,1,Internode,1,False,3
518,1,MS,1,Internode,2,True,31
518,1,MS,1,Lamina,1,True,367
518,1,MS,1,Sheath,1,True,93
518,1,MS,2,Internode,1,True,7
518,1,MS,2,Lamina,1,True,89
518,1,MS,2,Sheath,1,True,17
518,1,MS,3,Internode,1,True,2
518,1,MS,3,Lamina,1,True,27
518,1,MS,3,Sheath,1,True,6
518,1,MS,4,Peduncle,1,False,18
518,1,MS,4,Peduncle,2,True,187
518,1,MS,5,Chaff,1,True,426
519,1,MS,1,Internode,1,False,5
519,1,MS,1,Internode,2,True,55
519,1,MS,1,Lamina,1,True,652
519,1,MS,1,Sheath,1,True,165
519,1,MS,2,Internode,1,True,13
519,1,MS,2,Lamina,1,True,158
519,1,MS,2,Sheath,1,True,30
519,1,MS,3,Internode,1,True,4
519,1,MS,3,Lamina,1,True,49
519,1,MS,3,Sheath,1,True,11
519,1,MS,4,Peduncle,1,False,33
519,1,MS,4,Peduncle,2,True,333
519,1,MS,5,Chaff,1,True,757
520,1,MS,1,Internode,1,False,4
520,1,MS,1,Internode,2,True,46
520,1,MS,1,Lamina,1,True,555
520,1,MS,1,Sheath,1,True,141
520,1,MS,2,Internode,1,True,11
520,1,MS,2,Lamina,1,True,134
520,1,MS,2,Sheath,1,True,26
520,1,MS,3,Internode,1,True,3
520,1,MS,3,Lamina,1,True,42
520,1,MS,3,Sheath,1,True,10
520,1,MS,4,Peduncle,1,False,28
520,1,MS,4,Peduncle,2,True,283
520,1,MS,5,Chaff,1,True,645
521,1,MS,1,Internode,1,False,3
521,1,MS,1,Internode,2,True,32
521,1,MS,1,Lamina,1,True,386
521,1,MS,1,Sheath,1,True,98
521,1,MS,2,Internode,1,True,8
521,1,MS,2,Lamina,1,True,93
521,1,MS,2,Sheath,1,True,18
521,1,MS,3,Internode,1,True,2
521,1,MS,3,Lamina,1,True,29
521,1,MS,3,Sheath,1,True,7
521,1,MS,4,Peduncle,1,False,19
521,1,MS,4,Peduncle,2,True,197
521,1,MS,5,Chaff,1,True,448
522,1,MS,1,Internode,1,False,2
522,1,MS,1,Internode,2,True,23
522,1,MS,1,Lamina,1,True,275
522,1,MS,1,Sheath,1,True,70
522,1,MS,2,Internode,1,True,5
522,1,MS,2,Lamina,1,True,66
522,1,MS,2,Sheath,1,True,12
522,1,MS,3,Internode,1,True,1
522,1,MS,3,Lamina,1,True,20
522,1,MS,3,Sheath,1,True,5
522,1,MS,4,Peduncle,1,False,14
522,1,MS,4,Peduncle,2,True,140
522,1,MS,5,Chaff,1,True,319
523,1,MS,1,Internode,1,False,0
523,1,MS,1,Internode,2,True,9
523,1,MS,1,Lamina,1,True,111
523,1,MS,1,Sheath,1,True,28
523,1,MS,2,Internode,1,True,2
523,1,MS,2,Lamina,1,True,26
523,1,MS,2,Sheath,1,True,5
523,1,MS,3,Internode,1,True,0
523,1,MS,3,Lamina,1,True,8
523,1,MS,3,Sheath,1,True,2
523,1,MS,4,Peduncle,1,False,5
523,1,MS,4,Peduncle,2,True,56
523,1,MS,5,Chaff,1,True,129
524,1,MS,1,Internode,1,False,0
524,1,MS,1,Internode,2,True,1
524,1,MS,1,Lamina,1,True,14
524,1,MS,1,Sheath,1,True,3
524,1,MS,2,Internode,1,True,0
524,1,MS,2,Lamina,1,True,3
524,1,MS,2,Sheath,1,True,0
524,1,MS,3,Internode,1,True,0
524,1,MS,3,Lamina,1,True,1
524,1,MS,3,Sheath,1,True,0
524,1,MS,4,Peduncle,1,False,0
524,1,MS,4,Peduncle,2,True,7
524,1,MS,5,Chaff,1,True,16
525,1,MS,1,Internode,1,False,0
525,1,MS,1,Internode,2,True,0
525,1,MS,1,Lamina,1,True,0
525,1,MS,1,Sheath,1,True,0
525,1,MS,2,Internode,1,True,0
525,1,MS,2,Lamina,1,True,0
525,1,MS,2,Sheath,1,True,0
525,1,MS,3,Internode,1,True,0
525,1,MS,3,Lamina,1,True,0
525,1,MS,3,Sheath,1,True,0
525,1,MS,4,Peduncle,1,False,0
525,1,MS,4,Peduncle,2,True,0
525,1,MS,5,Chaff,1,True,0
526,1,MS,1,Internode,1,False,0
526,1,MS,1,Internode,2,True,0
526,1,MS,1,Lamina,1,True,0
526,1,MS,1,Sheath,1,True,0
526,1,MS,2,Internode,1,True,0
526,1,MS,2,Lamina,1,True,0
526,1,MS,2,Sheath,1,True,0
526,1,MS,3,Internode,1,True,0
526,1,MS,3,Lamina,1,True,0
526,1,MS,3,Sheath,1,True,0
526,1,MS,4,Peduncle,1,False,0
526,1,MS,4,Peduncle,2,True,0
526,1,MS,5,Chaff,1,True,0
527,1,MS,1,Internode,1,False,0
527,1,MS,1,Internode,2,True,0
527,1,MS,1,Lamina,1,True,0
527,1,MS,1,Sheath,1,True,0
527,1,MS,2,Internode,1,True,0
527,1,MS,2,Lamina,1,True,0
527,1,MS,2,Sheath,1,True,0
527,1,MS,3,Internode,1,True,0
527,1,MS,3,Lamina,1,True,0
527,1,MS,3,Sheath,1,True,0
